txn_id,ts,customer_id,merchant_id,device_id,pm_id,amount,status,is_abuse,scenario_id,split
T41086,2026-02-25 21:10:45,C962,M41,D545,P938,49.3161928785497,success,0,background,val
T41087,2026-02-25 21:11:29,C1720,M23,D54,P2338,2.5291172824787242,success,0,background,val
T41088,2026-02-25 21:13:06,C103,M64,D937,P2356,10.501933891245605,success,0,background,val
T41089,2026-02-25 21:19:43,C851,M68,D67,P1830,78.60232884509348,success,0,background,val
T41090,2026-02-25 21:19:53,C1901,M74,D474,P1246,134.54737904203196,success,0,background,val
T41091,2026-02-25 21:25:37,C2,M63,D766,P515,12.896444826178334,success,0,background,val
T41092,2026-02-25 21:26:08,C122,M70,D544,P510,697.4141383579448,success,0,background,val
T41093,2026-02-25 21:31:24,C1259,M72,D666,P1749,16.734881723104028,success,0,background,val
T41094,2026-02-25 21:33:24,C331,M24,D248,P169,1.621568249132034,failed,0,background,val
T41095,2026-02-25 21:33:31,C1382,M74,D530,P810,41.23699677690536,failed,0,background,val
T41096,2026-02-25 21:34:45,C410,M46,D668,P2281,80.12150736698669,success,0,background,val
T41097,2026-02-25 21:34:48,C802,M92,D178,P113,257.47218120275215,success,0,background,val
T41098,2026-02-25 21:36:32,C1339,M84,D19,P2424,26.5404255014656,success,0,background,val
T41099,2026-02-25 21:37:14,C1390,M65,D722,P1931,49.86047756409064,success,0,background,val
T41100,2026-02-25 21:39:50,C457,M7,D720,P2002,48.48869421285661,success,0,background,val
T41101,2026-02-25 21:42:07,C1842,M48,D708,P967,31.562218551233734,success,0,background,val
T41102,2026-02-25 21:49:57,C843,M87,D108,P2205,11.335430049353194,success,0,background,val
T41103,2026-02-25 21:52:47,C1446,M82,D335,P367,6.5895161540492,success,0,background,val
T41104,2026-02-25 21:53:17,C759,M28,D908,P795,50.6230778537742,success,0,background,val
T41105,2026-02-25 21:54:33,C1198,M96,D780,P507,23.523946022475215,success,0,background,val
T41106,2026-02-25 21:58:54,C286,M8,D221,P2204,180.54983613702552,failed,0,background,val
T41107,2026-02-25 21:59:08,C1046,M99,D649,P1070,33.40121046074879,success,0,background,val
T41108,2026-02-25 22:04:38,C51,M19,D32,P1393,316.58829710080283,success,0,background,val
T41109,2026-02-25 22:05:06,C1383,M12,D251,P2117,43.79058833024559,success,0,background,val
T41110,2026-02-25 22:05:32,C606,M31,D319,P50,15.571608389065242,success,0,background,val
T41111,2026-02-25 22:07:18,C1377,M31,D898,P1627,13.447513165804736,success,0,background,val
T41112,2026-02-25 22:08:55,C135,M63,D354,P1148,41.12057180643194,success,0,background,val
T41113,2026-02-25 22:11:29,C99,M31,D703,P1693,13.840173143168919,success,0,background,val
T41114,2026-02-25 22:13:02,C1447,M38,D548,P1854,34.55112577953967,success,0,background,val
T41115,2026-02-25 22:13:27,C1237,M88,D670,P14,121.67634840309107,success,0,background,val
T41116,2026-02-25 22:15:12,C1276,M28,D635,P1869,37.8120310915912,success,0,background,val
T41117,2026-02-25 22:20:10,C690,M14,D421,P2154,26.738902960235624,failed,0,background,val
T41118,2026-02-25 22:20:55,C63,M88,D294,P2225,113.38325505138087,success,0,background,val
T41119,2026-02-25 22:20:58,C523,M66,D993,P99,9.80931134114484,success,0,background,val
T41120,2026-02-25 22:21:53,C1102,M93,D486,P271,17.216779296520077,success,0,background,val
T41121,2026-02-25 22:22:22,C1509,M62,D110,P1897,47.751253133193124,failed,0,background,val
T41122,2026-02-25 22:22:31,C1641,M35,D466,P196,92.22847740348928,success,0,background,val
T41123,2026-02-25 22:23:42,C1399,M78,D364,P487,14.249232047989352,success,0,background,val
T41124,2026-02-25 22:24:26,C566,M3,D405,P1836,10.742112808169589,success,0,background,val
T41125,2026-02-25 22:25:55,C378,M69,D825,P142,94.61106734227869,success,0,background,val
T41126,2026-02-25 22:26:45,C39,M59,D295,P1373,101.1205137965599,success,0,background,val
T41127,2026-02-25 22:27:07,C583,M23,D695,P239,1.9224683149396558,success,0,background,val
T41128,2026-02-25 22:30:55,C905,M50,D274,P429,40.94677745415803,success,0,background,val
T41129,2026-02-25 22:31:16,C213,M1,D330,P679,304.0424998518885,success,0,background,val
T41130,2026-02-25 22:32:28,C1128,M92,D195,P1416,49.58870252727665,success,0,background,val
T41131,2026-02-25 22:33:51,C430,M27,D268,P780,29.896372983454686,success,0,background,val
T41132,2026-02-25 22:34:16,C1042,M8,D162,P2246,224.36202800695065,success,0,background,val
T41133,2026-02-25 22:39:43,C1343,M12,D216,P1320,63.50434035769804,success,0,background,val
T41134,2026-02-25 22:40:15,C1700,M80,D908,P1921,22.075931152227863,success,0,background,val
T41135,2026-02-25 22:41:19,C1799,M72,D10,P1618,34.81728440750668,success,0,background,val
T41136,2026-02-25 22:43:56,C1884,M91,D314,P727,15.625973295537598,success,0,background,val
T41137,2026-02-25 22:44:05,C6,M53,D324,P1923,50.41078076163962,failed,0,background,val
T41138,2026-02-25 22:44:15,C677,M8,D180,P1717,52.331277135116466,success,0,background,val
T41139,2026-02-25 22:44:50,C1744,M98,D320,P126,4.010650019558192,success,0,background,val
T41140,2026-02-25 22:45:36,C673,M40,D842,P1336,44.38331959915571,success,0,background,val
T41141,2026-02-25 22:46:38,C1987,M7,D876,P2289,30.835596249854923,success,0,background,val
T41142,2026-02-25 22:49:03,C1376,M31,D761,P1800,42.07300359796377,failed,0,background,val
T41143,2026-02-25 22:50:16,C732,M93,D127,P1281,19.213294461907186,success,0,background,val
T41144,2026-02-25 22:53:59,C20,M41,D455,P584,52.24142180537723,success,0,background,val
T41145,2026-02-25 22:55:16,C1535,M75,D542,P406,36.5698124361779,success,0,background,val
T41146,2026-02-25 22:55:20,C609,M49,D728,P516,20.31971005031447,success,0,background,val
T41147,2026-02-25 22:56:15,C845,M40,D3,P1495,114.37299867216962,success,0,background,val
T41148,2026-02-25 22:56:18,C1141,M15,D740,P2430,92.54876532667912,success,0,background,val
T41149,2026-02-25 22:56:39,C916,M8,D567,P2107,118.24483493793177,success,0,background,val
T41150,2026-02-25 22:57:53,C81,M44,D156,P1226,147.9863072127249,success,0,background,val
T41151,2026-02-25 22:59:06,C272,M98,D851,P1022,6.372520030481694,success,0,background,val
T41152,2026-02-25 23:01:14,C1467,M69,D623,P1778,99.45286611989833,success,0,background,val
T41153,2026-02-25 23:01:16,C261,M15,D117,P1329,72.9094310978062,success,0,background,val
T41154,2026-02-25 23:02:19,C148,M9,D762,P1028,289.53489691772916,success,0,background,val
T41155,2026-02-25 23:03:39,C1106,M28,D954,P1416,78.23121114707942,success,0,background,val
T41156,2026-02-25 23:06:03,C397,M80,D514,P1861,80.22516408730507,success,0,background,val
T41157,2026-02-25 23:08:48,C114,M36,D727,P1450,35.91038114825871,success,0,background,val
T41158,2026-02-25 23:10:23,C389,M38,D11,P1884,50.726355235157364,success,0,background,val
T41159,2026-02-25 23:20:02,C204,M45,D658,P740,31.471152633317562,success,0,background,val
T41160,2026-02-25 23:20:35,C935,M16,D492,P1284,16.53286029897127,success,0,background,val
T41161,2026-02-25 23:22:10,C198,M48,D771,P168,46.11322634259042,success,0,background,val
T41162,2026-02-25 23:26:01,C1726,M56,D976,P1268,146.34385810785946,success,0,background,val
T41163,2026-02-25 23:28:17,C1776,M51,D400,P95,24.13620873092521,success,0,background,val
T41164,2026-02-25 23:29:41,C274,M7,D587,P420,23.59141260217582,success,0,background,val
T41165,2026-02-25 23:33:01,C454,M10,D170,P1702,62.75799546580693,failed,0,background,val
T41166,2026-02-25 23:33:33,C859,M17,D698,P1372,105.17508595459111,success,0,background,val
T41167,2026-02-25 23:38:28,C1596,M6,D707,P2113,1.2278342586793183,success,0,background,val
T41168,2026-02-25 23:40:47,C1875,M1,D870,P2343,1630.0618098743857,success,0,background,val
T41169,2026-02-25 23:41:54,C1824,M92,D289,P2107,119.40939295911807,success,0,background,val
T41170,2026-02-25 23:42:00,C253,M64,D258,P2214,13.025168584899847,success,0,background,val
T41171,2026-02-25 23:42:54,C430,M93,D130,P2464,18.995835075683775,success,0,background,val
T41172,2026-02-25 23:43:23,C1854,M73,D836,P1796,7.957487607757768,success,0,background,val
T41173,2026-02-25 23:44:12,C1089,M44,D987,P847,126.33260170741951,success,0,background,val
T41174,2026-02-25 23:46:14,C1814,M43,D921,P677,7.9246374348102915,success,0,background,val
T41175,2026-02-25 23:48:02,C1350,M59,D271,P566,122.90362379453744,success,0,background,val
T41176,2026-02-25 23:50:28,C192,M43,D623,P929,4.107480053080864,success,0,background,val
T41177,2026-02-25 23:50:40,C388,M67,D139,P440,36.544960744134265,success,0,background,val
T41178,2026-02-25 23:50:47,C682,M22,D812,P2396,31.898249848371506,success,0,background,val
T41179,2026-02-25 23:53:29,C1060,M60,D17,P2081,53.046808446309356,success,0,background,val
T41180,2026-02-25 23:54:02,C1826,M42,D822,P2389,65.4992542430831,success,0,background,val
T41181,2026-02-25 23:54:21,C1457,M35,D772,P2194,36.870091556776686,success,0,background,val
T41182,2026-02-25 23:55:28,C606,M4,D556,P2412,146.68930625185837,success,0,background,val
T41183,2026-02-25 23:56:13,C354,M95,D857,P2217,123.03435835992245,success,0,background,val
T41184,2026-02-26 00:00:01,C146,M82,D319,P1212,5.899235466903511,success,1,S15_coordinated_burst,val
T41185,2026-02-26 00:00:02,C541,M62,D887,P503,73.07991444362719,success,1,S15_coordinated_burst,val
T41186,2026-02-26 00:00:26,C340,M62,D137,P2485,51.677678726086135,failed,1,S15_coordinated_burst,val
T41187,2026-02-26 00:00:27,C1087,M62,D417,P503,74.86936418493823,success,1,S15_coordinated_burst,val
T41188,2026-02-26 00:00:46,C1109,M82,D319,P2485,6.7388734255624945,success,1,S15_coordinated_burst,val
T41189,2026-02-26 00:01:04,C1995,M82,D857,P1655,6.264700185502461,success,1,S15_coordinated_burst,val
T41190,2026-02-26 00:01:08,C686,M62,D857,P2424,54.84651393781643,success,1,S15_coordinated_burst,val
T41191,2026-02-26 00:01:51,C168,M64,D801,P862,9.736936462593373,success,0,background,val
T41192,2026-02-26 00:02:15,C1692,M82,D211,P942,5.427784185898824,success,1,S15_coordinated_burst,val
T41193,2026-02-26 00:02:45,C39,M49,D65,P279,35.593589908456785,success,0,background,val
T41194,2026-02-26 00:03:14,C461,M62,D998,P673,54.237590300119514,failed,1,S15_coordinated_burst,val
T41195,2026-02-26 00:03:23,C1061,M82,D319,P607,7.0699981623157635,success,1,S15_coordinated_burst,val
T41196,2026-02-26 00:04:15,C686,M62,D417,P872,72.58330199510567,failed,1,S15_coordinated_burst,val
T41197,2026-02-26 00:04:35,C882,M82,D691,P1360,6.181792364082934,failed,1,S15_coordinated_burst,val
T41198,2026-02-26 00:04:51,C1087,M62,D717,P1704,50.938495657437144,success,1,S15_coordinated_burst,val
T41199,2026-02-26 00:05:03,C686,M82,D167,P1212,6.159310006227911,failed,1,S15_coordinated_burst,val
T41200,2026-02-26 00:05:06,C1087,M82,D857,P272,5.365245507119324,success,1,S15_coordinated_burst,val
T41201,2026-02-26 00:05:13,C1087,M62,D137,P890,65.87942237480554,success,1,S15_coordinated_burst,val
T41202,2026-02-26 00:05:16,C1106,M74,D526,P2190,139.97490169590418,failed,0,background,val
T41203,2026-02-26 00:05:47,C55,M62,D998,P2207,81.82474117829666,success,1,S15_coordinated_burst,val
T41204,2026-02-26 00:05:56,C1061,M82,D167,P1077,4.808768604247606,failed,1,S15_coordinated_burst,val
T41205,2026-02-26 00:06:02,C1298,M82,D306,P1798,5.01628437915373,failed,1,S15_coordinated_burst,val
T41206,2026-02-26 00:06:57,C1061,M62,D319,P37,87.72278646045964,success,1,S15_coordinated_burst,val
T41207,2026-02-26 00:07:02,C1298,M62,D887,P938,75.62897777674688,success,1,S15_coordinated_burst,val
T41208,2026-02-26 00:07:16,C146,M82,D417,P1864,5.965946974625189,success,1,S15_coordinated_burst,val
T41209,2026-02-26 00:07:18,C461,M62,D691,P771,47.24154403828565,failed,1,S15_coordinated_burst,val
T41210,2026-02-26 00:07:18,C340,M82,D998,P503,4.777541863972713,success,1,S15_coordinated_burst,val
T41211,2026-02-26 00:07:54,C176,M82,D319,P503,5.194645793284726,success,1,S15_coordinated_burst,val
T41212,2026-02-26 00:08:03,C340,M62,D319,P2485,59.938916377205175,success,1,S15_coordinated_burst,val
T41213,2026-02-26 00:08:17,C1225,M62,D795,P1354,49.72043671453403,success,1,S15_coordinated_burst,val
T41214,2026-02-26 00:08:38,C461,M82,D857,P687,6.85564218174329,success,1,S15_coordinated_burst,val
T41215,2026-02-26 00:09:00,C541,M82,D871,P607,3.363545612884386,success,1,S15_coordinated_burst,val
T41216,2026-02-26 00:09:20,C1995,M82,D691,P2321,5.370571562571437,success,1,S15_coordinated_burst,val
T41217,2026-02-26 00:09:45,C1949,M82,D887,P1704,6.125911856487041,success,1,S15_coordinated_burst,val
T41218,2026-02-26 00:10:36,C1680,M18,D89,P2248,11.809823182507017,success,0,background,val
T41219,2026-02-26 00:11:35,C1653,M82,D211,P1687,6.068623150494711,success,1,S15_coordinated_burst,val
T41220,2026-02-26 00:11:38,C146,M62,D998,P456,101.7296411706465,success,1,S15_coordinated_burst,val
T41221,2026-02-26 00:11:47,C541,M62,D319,P1920,88.82391794185045,success,1,S15_coordinated_burst,val
T41222,2026-02-26 00:11:52,C1225,M62,D319,P1798,72.58775488375846,success,1,S15_coordinated_burst,val
T41223,2026-02-26 00:11:56,C1949,M82,D717,P775,5.0717629825111725,success,1,S15_coordinated_burst,val
T41224,2026-02-26 00:12:04,C1298,M62,D417,P687,64.20188809433226,failed,1,S15_coordinated_burst,val
T41225,2026-02-26 00:12:19,C146,M82,D717,P2207,4.5714621057309675,success,1,S15_coordinated_burst,val
T41226,2026-02-26 00:12:32,C1653,M62,D211,P1798,52.000541628652954,success,1,S15_coordinated_burst,val
T41227,2026-02-26 00:12:52,C340,M82,D871,P637,4.152800981718021,success,1,S15_coordinated_burst,val
T41228,2026-02-26 00:13:16,C1225,M82,D691,P1360,4.7904327519883285,success,1,S15_coordinated_burst,val
T41229,2026-02-26 00:13:20,C1949,M82,D691,P1118,7.349023647511611,success,1,S15_coordinated_burst,val
T41230,2026-02-26 00:13:50,C55,M82,D796,P1118,5.728803349797265,failed,1,S15_coordinated_burst,val
T41231,2026-02-26 00:15:17,C1087,M62,D306,P1920,64.71980005804835,success,1,S15_coordinated_burst,val
T41232,2026-02-26 00:16:08,C1325,M62,D167,P147,69.07277288994591,success,1,S15_coordinated_burst,val
T41233,2026-02-26 00:16:17,C1225,M82,D887,P2152,9.135210597716382,success,1,S15_coordinated_burst,val
T41234,2026-02-26 00:16:22,C176,M82,D137,P771,6.497490055416288,success,1,S15_coordinated_burst,val
T41235,2026-02-26 00:16:50,C461,M62,D796,P687,63.209467810097486,failed,1,S15_coordinated_burst,val
T41236,2026-02-26 00:16:58,C686,M62,D871,P1704,52.58352019518202,failed,1,S15_coordinated_burst,val
T41237,2026-02-26 00:17:02,C766,M22,D257,P1419,38.510431684484146,success,0,background,val
T41238,2026-02-26 00:17:17,C1298,M62,D887,P872,50.230262411941375,success,1,S15_coordinated_burst,val
T41239,2026-02-26 00:17:24,C686,M82,D871,P343,5.257290722374799,success,1,S15_coordinated_burst,val
T41240,2026-02-26 00:17:26,C176,M82,D795,P57,8.849817119005426,success,1,S15_coordinated_burst,val
T41241,2026-02-26 00:17:27,C1061,M82,D137,P775,5.641540699196748,failed,1,S15_coordinated_burst,val
T41242,2026-02-26 00:17:34,C1225,M62,D306,P1158,61.44956009587947,success,1,S15_coordinated_burst,val
T41243,2026-02-26 00:17:49,C686,M62,D306,P1158,57.98044040723222,success,1,S15_coordinated_burst,val
T41244,2026-02-26 00:18:07,C1506,M62,D167,P1798,71.00083964882201,success,1,S15_coordinated_burst,val
T41245,2026-02-26 00:18:30,C55,M62,D717,P1704,48.649346745779745,failed,1,S15_coordinated_burst,val
T41246,2026-02-26 00:18:34,C1128,M73,D473,P557,27.936495155795818,success,0,background,val
T41247,2026-02-26 00:18:56,C1949,M82,D137,P825,5.210660620294727,success,1,S15_coordinated_burst,val
T41248,2026-02-26 00:19:58,C977,M88,D490,P1164,103.7073904185906,success,0,background,val
T41249,2026-02-26 00:20:34,C176,M82,D306,P37,6.112198235972527,failed,1,S15_coordinated_burst,val
T41250,2026-02-26 00:21:26,C1298,M82,D795,P372,6.928385741328314,success,1,S15_coordinated_burst,val
T41251,2026-02-26 00:21:42,C1506,M82,D319,P1212,4.904884811052551,success,1,S15_coordinated_burst,val
T41252,2026-02-26 00:22:20,C461,M62,D717,P1864,66.81332358054914,success,1,S15_coordinated_burst,val
T41253,2026-02-26 00:23:18,C1653,M82,D843,P220,5.927952708965563,failed,1,S15_coordinated_burst,val
T41254,2026-02-26 00:23:27,C1320,M27,D153,P477,10.483700440658694,success,0,background,val
T41255,2026-02-26 00:23:31,C1949,M62,D871,P771,60.16324962262424,success,1,S15_coordinated_burst,val
T41256,2026-02-26 00:24:51,C1225,M82,D319,P771,5.056680149077273,failed,1,S15_coordinated_burst,val
T41257,2026-02-26 00:25:07,C1225,M62,D167,P1704,80.81988986548586,success,1,S15_coordinated_burst,val
T41258,2026-02-26 00:25:10,C1087,M62,D167,P2154,61.519594994044944,success,1,S15_coordinated_burst,val
T41259,2026-02-26 00:25:33,C541,M82,D857,P220,4.866495161949669,success,1,S15_coordinated_burst,val
T41260,2026-02-26 00:25:44,C1225,M62,D319,P272,88.85260213137092,success,1,S15_coordinated_burst,val
T41261,2026-02-26 00:25:45,C1109,M82,D857,P1704,5.296754985137895,success,1,S15_coordinated_burst,val
T41262,2026-02-26 00:25:50,C146,M82,D998,P372,4.608130032764771,success,1,S15_coordinated_burst,val
T41263,2026-02-26 00:26:12,C1298,M82,D998,P1759,4.595319503023833,success,1,S15_coordinated_burst,val
T41264,2026-02-26 00:26:13,C1949,M62,D795,P1212,53.82831929387525,failed,1,S15_coordinated_burst,val
T41265,2026-02-26 00:26:15,C1028,M84,D106,P1699,15.475020431313359,success,0,background,val
T41266,2026-02-26 00:26:21,C1298,M62,D137,P2321,70.45204976632752,success,1,S15_coordinated_burst,val
T41267,2026-02-26 00:26:51,C1586,M74,D407,P89,79.37863941239155,success,0,background,val
T41268,2026-02-26 00:27:13,C1325,M62,D998,P1354,64.50389308390224,success,1,S15_coordinated_burst,val
T41269,2026-02-26 00:27:16,C146,M82,D306,P2321,6.19758116933439,failed,1,S15_coordinated_burst,val
T41270,2026-02-26 00:27:34,C55,M62,D137,P220,79.44473002769588,success,1,S15_coordinated_burst,val
T41271,2026-02-26 00:28:18,C340,M82,D795,P1158,4.599692011242888,success,1,S15_coordinated_burst,val
T41272,2026-02-26 00:28:47,C1949,M62,D998,P214,72.04768199588895,success,1,S15_coordinated_burst,val
T41273,2026-02-26 00:28:48,C1061,M82,D167,P585,7.892966507494859,success,1,S15_coordinated_burst,val
T41274,2026-02-26 00:29:16,C1653,M62,D417,P1798,77.79757585887654,success,1,S15_coordinated_burst,val
T41275,2026-02-26 00:29:19,C1506,M82,D795,P1158,6.882932853282871,success,1,S15_coordinated_burst,val
T41276,2026-02-26 00:29:44,C1325,M62,D887,P890,64.66759689706717,failed,1,S15_coordinated_burst,val
T41277,2026-02-26 00:30:34,C1141,M41,D315,P288,36.11512352974271,success,0,background,val
T41278,2026-02-26 00:32:02,C1692,M62,D843,P1687,56.271152452951405,success,1,S15_coordinated_burst,val
T41279,2026-02-26 00:32:04,C541,M62,D319,P938,54.933458316264556,success,1,S15_coordinated_burst,val
T41280,2026-02-26 00:32:11,C882,M82,D167,P2485,8.696219246361883,success,1,S15_coordinated_burst,val
T41281,2026-02-26 00:32:36,C1692,M82,D211,P556,5.332774896725696,success,1,S15_coordinated_burst,val
T41282,2026-02-26 00:32:47,C541,M62,D137,P585,48.52810554318485,success,1,S15_coordinated_burst,val
T41283,2026-02-26 00:32:58,C340,M82,D691,P343,5.117160334478811,success,1,S15_coordinated_burst,val
T41284,2026-02-26 00:33:55,C541,M82,D417,P1687,8.399076650512164,success,1,S15_coordinated_burst,val
T41285,2026-02-26 00:35:24,C1325,M62,D691,P1077,45.439086133119915,success,1,S15_coordinated_burst,val
T41286,2026-02-26 00:35:54,C1298,M82,D796,P1864,6.675161038427868,success,1,S15_coordinated_burst,val
T41287,2026-02-26 00:36:03,C882,M62,D796,P2321,63.17450984942143,success,1,S15_coordinated_burst,val
T41288,2026-02-26 00:36:10,C1087,M62,D843,P556,57.34483925956651,success,1,S15_coordinated_burst,val
T41289,2026-02-26 00:36:23,C55,M82,D211,P372,7.470411616274105,success,1,S15_coordinated_burst,val
T41290,2026-02-26 00:37:06,C1949,M82,D857,P2207,6.7096638701662865,success,1,S15_coordinated_burst,val
T41291,2026-02-26 00:37:07,C1100,M2,D375,P1203,145.77539844058373,success,0,background,val
T41292,2026-02-26 00:37:23,C299,M26,D850,P2198,30.40556581239587,success,0,background,val
T41293,2026-02-26 00:38:06,C1949,M82,D871,P2424,7.244766963951119,success,1,S15_coordinated_burst,val
T41294,2026-02-26 00:38:10,C176,M62,D795,P2170,65.74278123786269,success,1,S15_coordinated_burst,val
T41295,2026-02-26 00:39:40,C1949,M62,D796,P214,66.24985203026147,success,1,S15_coordinated_burst,val
T41296,2026-02-26 00:40:23,C146,M82,D417,P667,5.150577098643846,success,1,S15_coordinated_burst,val
T41297,2026-02-26 00:40:24,C461,M62,D857,P1354,64.06118157635282,success,1,S15_coordinated_burst,val
T41298,2026-02-26 00:40:56,C1618,M45,D195,P1251,10.54141724199234,success,0,background,val
T41299,2026-02-26 00:41:00,C1995,M82,D319,P272,5.4045512502488755,failed,1,S15_coordinated_burst,val
T41300,2026-02-26 00:41:02,C146,M62,D211,P1077,46.82720464280298,success,1,S15_coordinated_burst,val
T41301,2026-02-26 00:41:40,C882,M62,D417,P1212,76.12557630457064,success,1,S15_coordinated_burst,val
T41302,2026-02-26 00:41:45,C1225,M82,D871,P1964,5.203739813018617,success,1,S15_coordinated_burst,val
T41303,2026-02-26 00:41:54,C1087,M62,D167,P2321,41.93711047886573,success,1,S15_coordinated_burst,val
T41304,2026-02-26 00:41:56,C132,M82,D998,P1158,6.464093121960557,success,1,S15_coordinated_burst,val
T41305,2026-02-26 00:43:52,C1506,M82,D717,P607,7.101898201234443,success,1,S15_coordinated_burst,val
T41306,2026-02-26 00:43:58,C1325,M62,D857,P637,80.23842848628247,success,1,S15_coordinated_burst,val
T41307,2026-02-26 00:44:12,C1298,M62,D857,P456,70.67169246974437,success,1,S15_coordinated_burst,val
T41308,2026-02-26 00:44:26,C1949,M62,D887,P1964,48.297838819309376,success,1,S15_coordinated_burst,val
T41309,2026-02-26 00:44:32,C1995,M82,D717,P942,5.951522418671622,success,1,S15_coordinated_burst,val
T41310,2026-02-26 00:44:56,C1325,M82,D887,P1360,6.055802367386901,failed,1,S15_coordinated_burst,val
T41311,2026-02-26 00:45:03,C1298,M62,D998,P1759,59.240575578630214,failed,1,S15_coordinated_burst,val
T41312,2026-02-26 00:45:22,C1109,M82,D871,P607,5.395275731815715,success,1,S15_coordinated_burst,val
T41313,2026-02-26 00:45:27,C1087,M82,D691,P1704,4.673295268682898,success,1,S15_coordinated_burst,val
T41314,2026-02-26 00:45:29,C1061,M62,D796,P1964,65.51718955041927,success,1,S15_coordinated_burst,val
T41315,2026-02-26 00:45:42,C1541,M47,D138,P1475,80.60609094799273,success,0,background,val
T41316,2026-02-26 00:45:48,C132,M82,D691,P1687,5.767615246838367,success,1,S15_coordinated_burst,val
T41317,2026-02-26 00:45:58,C846,M29,D911,P309,12.624638831738883,success,0,background,val
T41318,2026-02-26 00:45:59,C1110,M95,D635,P717,134.33150525383328,success,0,background,val
T41319,2026-02-26 00:46:16,C1949,M62,D871,P2207,56.09969939096283,success,1,S15_coordinated_burst,val
T41320,2026-02-26 00:46:21,C1109,M82,D417,P2441,8.964764835413604,success,1,S15_coordinated_burst,val
T41321,2026-02-26 00:46:25,C1653,M62,D843,P1655,75.11087937982605,failed,1,S15_coordinated_burst,val
T41322,2026-02-26 00:46:30,C1949,M82,D871,P607,7.862197646250067,success,1,S15_coordinated_burst,val
T41323,2026-02-26 00:46:44,C1995,M62,D167,P2154,50.8887986539966,success,1,S15_coordinated_burst,val
T41324,2026-02-26 00:47:17,C1230,M95,D373,P346,108.03488176823728,success,0,background,val
T41325,2026-02-26 00:47:21,C1325,M82,D796,P372,4.856712731514241,success,1,S15_coordinated_burst,val
T41326,2026-02-26 00:47:50,C1921,M60,D619,P783,65.55027024821936,success,0,background,val
T41327,2026-02-26 00:47:55,C1506,M62,D843,P2321,59.01970234056887,failed,1,S15_coordinated_burst,val
T41328,2026-02-26 00:47:56,C1109,M62,D887,P607,64.11524874790368,success,1,S15_coordinated_burst,val
T41329,2026-02-26 00:47:57,C1995,M82,D319,P890,5.442979602201428,success,1,S15_coordinated_burst,val
T41330,2026-02-26 00:48:04,C1692,M82,D319,P1864,5.409926711141656,failed,1,S15_coordinated_burst,val
T41331,2026-02-26 00:48:13,C146,M82,D795,P220,5.822900156993526,success,1,S15_coordinated_burst,val
T41332,2026-02-26 00:48:34,C882,M62,D796,P2485,69.21481437770773,success,1,S15_coordinated_burst,val
T41333,2026-02-26 00:48:39,C1995,M62,D167,P1655,46.73444228897922,success,1,S15_coordinated_burst,val
T41334,2026-02-26 00:49:12,C541,M82,D306,P2154,5.453741087031802,failed,1,S15_coordinated_burst,val
T41335,2026-02-26 00:49:28,C1692,M62,D167,P607,88.91989201520259,success,1,S15_coordinated_burst,val
T41336,2026-02-26 00:49:31,C461,M82,D795,P2424,4.5939600964152065,success,1,S15_coordinated_burst,val
T41337,2026-02-26 00:49:34,C1692,M82,D857,P220,7.071227882955483,success,1,S15_coordinated_burst,val
T41338,2026-02-26 00:49:39,C686,M62,D857,P503,47.001902921840845,success,1,S15_coordinated_burst,val
T41339,2026-02-26 00:50:33,C1845,M10,D758,P2278,41.817702678342776,success,0,background,val
T41340,2026-02-26 00:50:59,C1087,M62,D306,P1798,72.63428836624838,success,1,S15_coordinated_burst,val
T41341,2026-02-26 00:51:04,C340,M62,D319,P890,45.58625351103985,success,1,S15_coordinated_burst,val
T41342,2026-02-26 00:51:36,C1506,M62,D843,P272,76.98278477524451,success,1,S15_coordinated_burst,val
T41343,2026-02-26 00:51:55,C541,M82,D691,P667,5.2163950777121935,success,1,S15_coordinated_burst,val
T41344,2026-02-26 00:52:20,C1225,M82,D998,P503,5.127545180204378,success,1,S15_coordinated_burst,val
T41345,2026-02-26 00:52:21,C1949,M82,D137,P147,6.614736036449028,success,1,S15_coordinated_burst,val
T41346,2026-02-26 00:52:57,C1949,M62,D871,P214,81.1404581451017,success,1,S15_coordinated_burst,val
T41347,2026-02-26 00:54:57,C1884,M64,D834,P1839,16.3333635092944,success,0,background,val
T41348,2026-02-26 00:55:24,C808,M42,D7,P1095,44.29701953997804,failed,0,background,val
T41349,2026-02-26 00:56:03,C1995,M62,D211,P1687,89.43612822975345,success,1,S15_coordinated_burst,val
T41350,2026-02-26 00:56:50,C176,M82,D319,P1964,6.79680258420476,success,1,S15_coordinated_burst,val
T41351,2026-02-26 00:57:04,C146,M82,D691,P2441,6.31096530819997,success,1,S15_coordinated_burst,val
T41352,2026-02-26 00:57:06,C1692,M62,D795,P938,51.41815455170683,success,1,S15_coordinated_burst,val
T41353,2026-02-26 00:58:48,C340,M62,D417,P938,59.79862272803513,failed,1,S15_coordinated_burst,val
T41354,2026-02-26 00:59:41,C686,M82,D843,P1360,5.57014376767117,success,1,S15_coordinated_burst,val
T41355,2026-02-26 00:59:59,C340,M62,D857,P2207,46.34682548412611,success,1,S15_coordinated_burst,val
T41356,2026-02-26 01:02:01,C397,M20,D707,P1550,3.036603864549285,success,0,background,val
T41357,2026-02-26 01:06:18,C1237,M76,D447,P1753,32.29712504175605,success,0,background,val
